Time,Temp oC,Temp K,TG % or wt%,"DTG % min-1, mg oC-1",DTG,DSC mW mg-1,DTA microvolt,m mg,mo - m mg,mo - mα mg,α,dα / dT % K-1,ln(β*(dα / dT)),1/T,T²,ln(β/T²)
0.041667,29.99,303.14,100.127029,4.06289,#N/A,19.863243,-0.311912,9.937904,-0.012608,5.220589,-0.002415,inf,inf,0.033344,91893.8596,-7.516366
0.04375,29.99,303.14,100.135492,4.067691,#N/A,19.861244,-0.312077,9.938744,-0.013448,5.220589,-0.002576,inf,inf,0.033344,91893.8596,-7.516366
0.045833,29.99,303.14,100.143965,4.06142,#N/A,19.859644,-0.312208,9.939585,-0.014289,5.220589,-0.002737,inf,inf,0.033344,91893.8596,-7.516366
0.047917,29.99,303.14,100.152429,3.051848,#N/A,19.858444,-0.312307,9.940425,-0.015129,5.220589,-0.002898,inf,inf,0.033344,91893.8596,-7.516366
0.05,29.99,303.14,100.158786,3.047528,#N/A,19.857644,-0.312373,9.941056,-0.01576,5.220589,-0.003019,inf,inf,0.033344,91893.8596,-7.516366
0.052083,29.99,303.14,100.165134,3.050384,#N/A,19.856445,-0.312471,9.941686,-0.01639,5.220589,-0.003139,inf,inf,0.033344,91893.8596,-7.516366
0.054167,29.99,303.14,100.171491,2.031685,#N/A,19.855645,-0.312537,9.942317,-0.017021,5.220589,-0.00326,0.0081,-0.903868,0.033344,91893.8596,-7.516366
0.05625,30.0,303.15,100.175723,2.031205,#N/A,19.854855,-0.312603,9.942737,-0.017441,5.220589,-0.003341,inf,inf,0.033333,91899.9225,-7.516432
0.058333,30.0,303.15,100.179954,2.035509,#N/A,19.854056,-0.312668,9.943157,-0.017861,5.220589,-0.003421,inf,inf,0.033333,91899.9225,-7.516432
0.060417,30.0,303.15,100.184196,2.031685,#N/A,19.853256,-0.312734,9.943578,-0.018282,5.220589,-0.003502,inf,inf,0.033333,91899.9225,-7.516432
0.0625,30.0,303.15,100.188428,1.015362,#N/A,19.852456,-0.3128,9.943998,-0.018702,5.220589,-0.003582,inf,inf,0.033333,91899.9225,-7.516432
0.064583,30.0,303.15,100.190543,1.015355,#N/A,19.852056,-0.312833,9.944208,-0.018912,5.220589,-0.003623,inf,inf,0.033333,91899.9225,-7.516432
0.066667,30.0,303.15,100.192659,1.015843,#N/A,19.851656,-0.312866,9.944418,-0.019122,5.220589,-0.003663,inf,inf,0.033333,91899.9225,-7.516432
0.06875,30.0,303.15,100.194775,1.015843,#N/A,19.850856,-0.312931,9.944628,-0.019332,5.220589,-0.003703,inf,inf,0.033333,91899.9225,-7.516432
0.070833,30.0,303.15,100.196891,1.015355,#N/A,19.850456,-0.312964,9.944838,-0.019542,5.220589,-0.003743,inf,inf,0.033333,91899.9225,-7.516432
0.072917,30.0,303.15,100.199007,1.020643,#N/A,19.850456,-0.312964,9.945048,-0.019752,5.220589,-0.003783,inf,inf,0.033333,91899.9225,-7.516432
0.075,30.0,303.15,100.201133,0.0,#N/A,19.850057,-0.312997,9.945259,-0.019963,5.220589,-0.003824,null,null,0.033333,91899.9225,-7.516432
0.077083,30.0,303.15,100.201133,0.0,#N/A,19.850057,-0.312997,9.945259,-0.019963,5.220589,-0.003824,null,null,0.033333,91899.9225,-7.516432
0.079167,30.0,303.15,100.201133,0.0,#N/A,19.849657,-0.31303,9.945259,-0.019963,5.220589,-0.003824,null,null,0.033333,91899.9225,-7.516432
0.08125,30.0,303.15,100.201133,1.015362,#N/A,19.849257,-0.313063,9.945259,-0.019963,5.220589,-0.003824,inf,inf,0.033333,91899.9225,-7.516432
0.083333,30.0,303.15,100.203248,0.0,#N/A,19.848857,-0.313096,9.945469,-0.020173,5.220589,-0.003864,-0.0,null,0.033333,91899.9225,-7.516432
0.085417,30.01,303.16,100.203248,0.0,#N/A,19.848867,-0.313096,9.945469,-0.020173,5.220589,-0.003864,null,null,0.033322,91905.9856,-7.516498
0.0875,30.01,303.16,100.203248,0.0,#N/A,19.848467,-0.313129,9.945469,-0.020173,5.220589,-0.003864,null,null,0.033322,91905.9856,-7.516498
0.089583,30.01,303.16,100.203248,0.0,#N/A,19.848467,-0.313129,9.945469,-0.020173,5.220589,-0.003864,null,null,0.033322,91905.9856,-7.516498
0.091667,30.01,303.16,100.203248,-1.015362,#N/A,19.848467,-0.313129,9.945469,-0.020173,5.220589,-0.003864,-inf,null,0.033322,91905.9856,-7.516498
0.09375,30.01,303.16,100.201133,0.0,#N/A,19.848867,-0.313096,9.945259,-0.019963,5.220589,-0.003824,null,null,0.033322,91905.9856,-7.516498
0.095833,30.01,303.16,100.201133,0.0,#N/A,19.849667,-0.31303,9.945259,-0.019963,5.220589,-0.003824,null,null,0.033322,91905.9856,-7.516498
0.097917,30.01,303.16,100.201133,0.0,#N/A,19.850467,-0.312964,9.945259,-0.019963,5.220589,-0.003824,null,null,0.033322,91905.9856,-7.516498
0.1,30.01,303.16,100.201133,0.0,#N/A,19.851266,-0.312899,9.945259,-0.019963,5.220589,-0.003824,null,null,0.033322,91905.9856,-7.516498
0.102083,30.01,303.16,100.201133,1.014875,#N/A,19.852066,-0.312833,9.945259,-0.019963,5.220589,-0.003824,inf,inf,0.033322,91905.9856,-7.516498
0.104167,30.01,303.16,100.203248,0.0,#N/A,19.852066,-0.312833,9.945469,-0.020173,5.220589,-0.003864,null,null,0.033322,91905.9856,-7.516498
0.10625,30.01,303.16,100.203248,0.0,#N/A,19.851666,-0.312866,9.945469,-0.020173,5.220589,-0.003864,null,null,0.033322,91905.9856,-7.516498
0.108333,30.01,303.16,100.203248,1.015355,#N/A,19.851666,-0.312866,9.945469,-0.020173,5.220589,-0.003864,inf,inf,0.033322,91905.9856,-7.516498
0.110417,30.01,303.16,100.205364,1.015843,#N/A,19.851266,-0.312899,9.945679,-0.020383,5.220589,-0.003904,inf,inf,0.033322,91905.9856,-7.516498
0.1125,30.01,303.16,100.20748,0.0,#N/A,19.851266,-0.312899,9.945889,-0.020593,5.220589,-0.003945,null,null,0.033322,91905.9856,-7.516498
0.114583,30.01,303.16,100.20748,1.015355,#N/A,19.851266,-0.312899,9.945889,-0.020593,5.220589,-0.003945,inf,inf,0.033322,91905.9856,-7.516498
0.116667,30.01,303.16,100.209596,1.015843,#N/A,19.851266,-0.312899,9.946099,-0.020803,5.220589,-0.003985,inf,inf,0.033322,91905.9856,-7.516498
0.11875,30.01,303.16,100.211712,1.015362,#N/A,19.850467,-0.312964,9.946309,-0.021013,5.220589,-0.004025,inf,inf,0.033322,91905.9856,-7.516498
0.120833,30.01,303.16,100.213827,1.020154,#N/A,19.849667,-0.31303,9.946519,-0.021223,5.220589,-0.004065,inf,inf,0.033322,91905.9856,-7.516498
0.122917,30.01,303.16,100.215953,1.015843,#N/A,19.848067,-0.313162,9.94673,-0.021434,5.220589,-0.004106,inf,inf,0.033322,91905.9856,-7.516498
0.125,30.01,303.16,100.218069,1.015843,#N/A,19.846468,-0.313293,9.94694,-0.021644,5.220589,-0.004146,inf,inf,0.033322,91905.9856,-7.516498
0.127083,30.01,303.16,100.220185,2.03023,#N/A,19.845268,-0.313392,9.94715,-0.021854,5.220589,-0.004186,0.0081,-0.903868,0.033322,91905.9856,-7.516498
0.129167,30.02,303.17,100.224416,1.015843,#N/A,19.844078,-0.31349,9.94757,-0.022274,5.220589,-0.004267,inf,inf,0.033311,91912.0489,-7.516564
0.13125,30.02,303.17,100.226532,1.015843,#N/A,19.843279,-0.313556,9.94778,-0.022484,5.220589,-0.004307,inf,inf,0.033311,91912.0489,-7.516564
0.133333,30.02,303.17,100.228648,1.015355,#N/A,19.842879,-0.313589,9.94799,-0.022694,5.220589,-0.004347,inf,inf,0.033311,91912.0489,-7.516564
0.135417,30.02,303.17,100.230764,2.036486,#N/A,19.842079,-0.313655,9.9482,-0.022904,5.220589,-0.004387,inf,inf,0.033311,91912.0489,-7.516564
0.1375,30.02,303.17,100.235006,1.015362,#N/A,19.841679,-0.313687,9.948621,-0.023325,5.220589,-0.004468,inf,inf,0.033311,91912.0489,-7.516564
0.139583,30.02,303.17,100.237121,2.03071,#N/A,19.841279,-0.31372,9.948831,-0.023535,5.220589,-0.004508,inf,inf,0.033311,91912.0489,-7.516564
0.141667,30.02,303.17,100.241353,1.015843,#N/A,19.840879,-0.313753,9.949251,-0.023955,5.220589,-0.004589,inf,inf,0.033311,91912.0489,-7.516564
0.14375,30.02,303.17,100.243469,2.036006,#N/A,19.840879,-0.313753,9.949461,-0.024165,5.220589,-0.004629,inf,inf,0.033311,91912.0489,-7.516564
0.145833,30.02,303.17,100.24771,1.015355,#N/A,19.840479,-0.313786,9.949882,-0.024586,5.220589,-0.004709,inf,inf,0.033311,91912.0489,-7.516564
0.147917,30.02,303.17,100.249826,2.031685,#N/A,19.840479,-0.313786,9.950092,-0.024796,5.220589,-0.00475,inf,inf,0.033311,91912.0489,-7.516564
0.15,30.02,303.17,100.254058,2.031685,#N/A,19.840479,-0.313786,9.950512,-0.025216,5.220589,-0.00483,inf,inf,0.033311,91912.0489,-7.516564
0.152083,30.02,303.17,100.25829,1.014875,#N/A,19.840479,-0.313786,9.950932,-0.025636,5.220589,-0.004911,inf,inf,0.033311,91912.0489,-7.516564
0.154167,30.02,303.17,100.260405,2.036486,#N/A,19.840479,-0.313786,9.951142,-0.025846,5.220589,-0.004951,inf,inf,0.033311,91912.0489,-7.516564
0.15625,30.02,303.17,100.264647,1.015843,#N/A,19.840479,-0.313786,9.951563,-0.026267,5.220589,-0.005031,inf,inf,0.033311,91912.0489,-7.516564
0.158333,30.02,303.17,100.266763,2.03023,#N/A,19.840479,-0.313786,9.951773,-0.026477,5.220589,-0.005072,0.008,-0.916291,0.033311,91912.0489,-7.516564
0.160417,30.03,303.18,100.270994,1.015843,#N/A,19.84049,-0.313786,9.952193,-0.026897,5.220589,-0.005152,inf,inf,0.0333,91918.1124,-7.51663
0.1625,30.03,303.18,100.27311,2.031685,#N/A,19.840889,-0.313753,9.952403,-0.027107,5.220589,-0.005192,inf,inf,0.0333,91918.1124,-7.51663
0.164583,30.03,303.18,100.277342,1.020154,#N/A,19.840889,-0.313753,9.952823,-0.027527,5.220589,-0.005273,inf,inf,0.0333,91918.1124,-7.51663
0.166667,30.03,303.18,100.279468,2.031205,#N/A,19.841289,-0.31372,9.953034,-0.027738,5.220589,-0.005313,inf,inf,0.0333,91918.1124,-7.51663
0.16875,30.03,303.18,100.283699,1.015843,#N/A,19.841289,-0.31372,9.953454,-0.028158,5.220589,-0.005394,inf,inf,0.0333,91918.1124,-7.51663
0.170833,30.03,303.18,100.285815,1.015355,#N/A,19.841689,-0.313687,9.953664,-0.028368,5.220589,-0.005434,inf,inf,0.0333,91918.1124,-7.51663
0.172917,30.03,303.18,100.287931,2.031685,#N/A,19.841689,-0.313687,9.953874,-0.028578,5.220589,-0.005474,inf,inf,0.0333,91918.1124,-7.51663
0.175,30.03,303.18,100.292163,1.020163,#N/A,19.841689,-0.313687,9.954294,-0.028998,5.220589,-0.005555,inf,inf,0.0333,91918.1124,-7.51663
0.177083,30.03,303.18,100.294288,1.015355,#N/A,19.841689,-0.313687,9.954505,-0.029209,5.220589,-0.005595,inf,inf,0.0333,91918.1124,-7.51663
0.179167,30.03,303.18,100.296404,2.031685,#N/A,19.841289,-0.31372,9.954715,-0.029419,5.220589,-0.005635,inf,inf,0.0333,91918.1124,-7.51663
0.18125,30.03,303.18,100.300636,1.015843,#N/A,19.841289,-0.31372,9.955135,-0.029839,5.220589,-0.005716,inf,inf,0.0333,91918.1124,-7.51663
0.183333,30.03,303.18,100.302752,1.014875,#N/A,19.841289,-0.31372,9.955345,-0.030049,5.220589,-0.005756,inf,inf,0.0333,91918.1124,-7.51663
0.185417,30.03,303.18,100.304867,1.015843,#N/A,19.841289,-0.31372,9.955555,-0.030259,5.220589,-0.005796,inf,inf,0.0333,91918.1124,-7.51663
0.1875,30.03,303.18,100.306983,2.036486,#N/A,19.841289,-0.31372,9.955765,-0.030469,5.220589,-0.005836,inf,inf,0.0333,91918.1124,-7.51663
0.189583,30.03,303.18,100.311225,1.015355,#N/A,19.841689,-0.313687,9.956186,-0.03089,5.220589,-0.005917,inf,inf,0.0333,91918.1124,-7.51663
0.191667,30.03,303.18,100.313341,1.015843,#N/A,19.841689,-0.313687,9.956396,-0.0311,5.220589,-0.005957,inf,inf,0.0333,91918.1124,-7.51663
0.19375,30.03,303.18,100.315457,1.015362,#N/A,19.841689,-0.313687,9.956606,-0.03131,5.220589,-0.005997,inf,inf,0.0333,91918.1124,-7.51663
0.195833,30.03,303.18,100.317572,1.015355,#N/A,19.841289,-0.31372,9.956816,-0.03152,5.220589,-0.006038,inf,inf,0.0333,91918.1124,-7.51663
0.197917,30.03,303.18,100.319688,1.015843,#N/A,19.840889,-0.313753,9.957026,-0.03173,5.220589,-0.006078,inf,inf,0.0333,91918.1124,-7.51663
0.2,30.03,303.18,100.321804,2.036486,#N/A,19.84009,-0.313819,9.957236,-0.03194,5.220589,-0.006118,inf,inf,0.0333,91918.1124,-7.51663
0.202083,30.03,303.18,100.326046,1.014875,#N/A,19.84009,-0.313819,9.957657,-0.032361,5.220589,-0.006199,inf,inf,0.0333,91918.1124,-7.51663
0.204167,30.03,303.18,100.328161,1.015843,#N/A,19.83929,-0.313885,9.957867,-0.032571,5.220589,-0.006239,inf,inf,0.0333,91918.1124,-7.51663
0.20625,30.03,303.18,100.330277,1.015843,#N/A,19.83729,-0.314049,9.958077,-0.032781,5.220589,-0.006279,0.004,-1.609438,0.0333,91918.1124,-7.51663
0.208333,30.04,303.19,100.332393,1.015355,#N/A,19.834901,-0.314246,9.958287,-0.032991,5.220589,-0.006319,inf,inf,0.033289,91924.1761,-7.516696
0.210417,30.04,303.19,100.334509,1.015843,#N/A,19.831302,-0.314542,9.958497,-0.033201,5.220589,-0.00636,inf,inf,0.033289,91924.1761,-7.516696
0.2125,30.04,303.19,100.336625,1.015843,#N/A,19.828903,-0.314739,9.958707,-0.033411,5.220589,-0.0064,inf,inf,0.033289,91924.1761,-7.516696
0.214583,30.04,303.19,100.338741,1.014875,#N/A,19.826903,-0.314904,9.958917,-0.033621,5.220589,-0.00644,inf,inf,0.033289,91924.1761,-7.516696
0.216667,30.04,303.19,100.340856,1.020643,#N/A,19.826104,-0.314969,9.959127,-0.033831,5.220589,-0.00648,inf,inf,0.033289,91924.1761,-7.516696
0.21875,30.04,303.19,100.342982,1.015843,#N/A,19.825304,-0.315035,9.959338,-0.034042,5.220589,-0.006521,0.004,-1.609438,0.033289,91924.1761,-7.516696
0.220833,30.05,303.2,100.345098,2.03071,#N/A,19.824514,-0.315101,9.959548,-0.034252,5.220589,-0.006561,inf,inf,0.033278,91930.24,-7.516762
0.222917,30.05,303.2,100.34933,1.015362,#N/A,19.824514,-0.315101,9.959968,-0.034672,5.220589,-0.006641,inf,inf,0.033278,91930.24,-7.516762
0.225,30.05,303.2,100.351445,1.015843,#N/A,19.824514,-0.315101,9.960178,-0.034882,5.220589,-0.006682,inf,inf,0.033278,91930.24,-7.516762
0.227083,30.05,303.2,100.353561,1.015355,#N/A,19.822115,-0.315298,9.960388,-0.035092,5.220589,-0.006722,inf,inf,0.033278,91930.24,-7.516762
0.229167,30.05,303.2,100.355677,1.020643,#N/A,19.816516,-0.315758,9.960598,-0.035302,5.220589,-0.006762,inf,inf,0.033278,91930.24,-7.516762
0.23125,30.05,303.2,100.357803,1.015843,#N/A,19.809718,-0.316317,9.960809,-0.035513,5.220589,-0.006802,inf,inf,0.033278,91930.24,-7.516762
0.233333,30.05,303.2,100.359919,1.015355,#N/A,19.80372,-0.31681,9.961019,-0.035723,5.220589,-0.006843,inf,inf,0.033278,91930.24,-7.516762
0.235417,30.05,303.2,100.362035,1.015362,#N/A,19.798521,-0.317238,9.961229,-0.035933,5.220589,-0.006883,inf,inf,0.033278,91930.24,-7.516762
0.2375,30.05,303.2,100.36415,1.015843,#N/A,19.796122,-0.317435,9.961439,-0.036143,5.220589,-0.006923,inf,inf,0.033278,91930.24,-7.516762
0.239583,30.05,303.2,100.366266,2.03071,#N/A,19.795722,-0.317468,9.961649,-0.036353,5.220589,-0.006963,inf,inf,0.033278,91930.24,-7.516762
0.241667,30.05,303.2,100.370498,1.020643,#N/A,19.797721,-0.317303,9.962069,-0.036773,5.220589,-0.007044,inf,inf,0.033278,91930.24,-7.516762
0.24375,30.05,303.2,100.372624,1.015362,#N/A,19.798521,-0.317238,9.96228,-0.036984,5.220589,-0.007084,inf,inf,0.033278,91930.24,-7.516762
0.245833,30.05,303.2,100.374739,1.015355,#N/A,19.793722,-0.317632,9.96249,-0.037194,5.220589,-0.007124,inf,inf,0.033278,91930.24,-7.516762
0.247917,30.05,303.2,100.376855,1.015843,#N/A,19.786524,-0.318224,9.9627,-0.037404,5.220589,-0.007165,inf,inf,0.033278,91930.24,-7.516762
0.25,30.05,303.2,100.378971,1.015843,#N/A,19.773727,-0.319276,9.96291,-0.037614,5.220589,-0.007205,inf,inf,0.033278,91930.24,-7.516762
0.252083,30.05,303.2,100.381087,2.03023,#N/A,19.76453,-0.320032,9.96312,-0.037824,5.220589,-0.007245,inf,inf,0.033278,91930.24,-7.516762
0.254167,30.05,303.2,100.385318,1.015843,#N/A,19.754132,-0.320886,9.96354,-0.038244,5.220589,-0.007326,inf,inf,0.033278,91930.24,-7.516762
0.25625,30.05,303.2,100.387434,1.020643,#N/A,19.740936,-0.321971,9.96375,-0.038454,5.220589,-0.007366,inf,inf,0.033278,91930.24,-7.516762
0.258333,30.05,303.2,100.38956,1.015355,#N/A,19.722941,-0.32345,9.963961,-0.038665,5.220589,-0.007406,0.004,-1.609438,0.033278,91930.24,-7.516762
0.260417,30.06,303.21,100.391676,2.031685,#N/A,19.700157,-0.325324,9.964171,-0.038875,5.220589,-0.007446,inf,inf,0.033267,91936.3041,-7.516828
0.2625,30.06,303.21,100.395908,1.015362,#N/A,19.679762,-0.327,9.964591,-0.039295,5.220589,-0.007527,inf,inf,0.033267,91936.3041,-7.516828
0.264583,30.06,303.21,100.398023,1.015355,#N/A,19.654569,-0.329071,9.964801,-0.039505,5.220589,-0.007567,inf,inf,0.033267,91936.3041,-7.516828
0.266667,30.06,303.21,100.400139,2.036486,#N/A,19.635774,-0.330616,9.965011,-0.039715,5.220589,-0.007607,inf,inf,0.033267,91936.3041,-7.516828
0.26875,30.06,303.21,100.404381,1.015843,#N/A,19.620178,-0.331898,9.965432,-0.040136,5.220589,-0.007688,0.004,-1.609438,0.033267,91936.3041,-7.516828
0.270833,30.07,303.22,100.406497,1.014875,#N/A,19.602194,-0.333377,9.965642,-0.040346,5.220589,-0.007728,inf,inf,0.033256,91942.3684,-7.516894
0.272917,30.07,303.22,100.408612,2.031685,#N/A,19.580999,-0.335119,9.965852,-0.040556,5.220589,-0.007768,inf,inf,0.033256,91942.3684,-7.516894
0.275,30.07,303.22,100.412844,1.015843,#N/A,19.560205,-0.336829,9.966272,-0.040976,5.220589,-0.007849,inf,inf,0.033256,91942.3684,-7.516894
0.277083,30.07,303.22,100.41496,2.03071,#N/A,19.54181,-0.338341,9.966482,-0.041186,5.220589,-0.007889,inf,inf,0.033256,91942.3684,-7.516894
0.279167,30.07,303.22,100.419192,1.020163,#N/A,19.522215,-0.339951,9.966902,-0.041606,5.220589,-0.00797,inf,inf,0.033256,91942.3684,-7.516894
0.28125,30.07,303.22,100.421317,1.015843,#N/A,19.50262,-0.341562,9.967113,-0.041817,5.220589,-0.00801,0.004,-1.609438,0.033256,91942.3684,-7.516894
0.283333,30.08,303.23,100.423433,2.03071,#N/A,19.479837,-0.343436,9.967323,-0.042027,5.220589,-0.00805,inf,inf,0.033245,91948.4329,-7.51696
0.285417,30.08,303.23,100.427665,1.015843,#N/A,19.453844,-0.345572,9.967743,-0.042447,5.220589,-0.008131,inf,inf,0.033245,91948.4329,-7.51696
0.2875,30.08,303.23,100.429781,2.031205,#N/A,19.43065,-0.347479,9.967953,-0.042657,5.220589,-0.008171,inf,inf,0.033245,91948.4329,-7.51696
0.289583,30.08,303.23,100.434012,1.020154,#N/A,19.409856,-0.349188,9.968373,-0.043077,5.220589,-0.008251,inf,inf,0.033245,91948.4329,-7.51696
0.291667,30.08,303.23,100.436138,2.031685,#N/A,19.386262,-0.351127,9.968584,-0.043288,5.220589,-0.008292,inf,inf,0.033245,91948.4329,-7.51696
0.29375,30.08,303.23,100.44037,1.015843,#N/A,19.362669,-0.353067,9.969004,-0.043708,5.220589,-0.008372,inf,inf,0.033245,91948.4329,-7.51696
0.295833,30.08,303.23,100.442486,2.03023,#N/A,19.339075,-0.355006,9.969214,-0.043918,5.220589,-0.008412,inf,inf,0.033245,91948.4329,-7.51696
0.297917,30.08,303.23,100.446717,1.015843,#N/A,19.315881,-0.356913,9.969634,-0.044338,5.220589,-0.008493,inf,inf,0.033245,91948.4329,-7.51696
0.3,30.08,303.23,100.448833,2.036486,#N/A,19.292687,-0.358819,9.969844,-0.044548,5.220589,-0.008533,inf,inf,0.033245,91948.4329,-7.51696
0.302083,30.08,303.23,100.453075,1.014875,#N/A,19.269494,-0.360726,9.970265,-0.044969,5.220589,-0.008614,inf,inf,0.033245,91948.4329,-7.51696
0.304167,30.08,303.23,100.45519,2.031685,#N/A,19.2463,-0.362632,9.970475,-0.045179,5.220589,-0.008654,inf,inf,0.033245,91948.4329,-7.51696
0.30625,30.08,303.23,100.459422,1.015843,#N/A,19.223906,-0.364473,9.970895,-0.045599,5.220589,-0.008734,inf,inf,0.033245,91948.4329,-7.51696
0.308333,30.08,303.23,100.461538,2.03023,#N/A,19.200312,-0.366412,9.971105,-0.045809,5.220589,-0.008775,0.008,-0.916291,0.033245,91948.4329,-7.51696
0.310417,30.09,303.24,100.465769,2.036486,#N/A,19.17633,-0.368385,9.971525,-0.046229,5.220589,-0.008855,inf,inf,0.033234,91954.4976,-7.517026
0.3125,30.09,303.24,100.470011,1.015843,#N/A,19.151937,-0.37039,9.971946,-0.04665,5.220589,-0.008936,inf,inf,0.033234,91954.4976,-7.517026
0.314583,30.09,303.24,100.472127,2.03071,#N/A,19.127944,-0.372362,9.972156,-0.04686,5.220589,-0.008976,inf,inf,0.033234,91954.4976,-7.517026
0.316667,30.09,303.24,100.476359,2.031205,#N/A,19.10435,-0.374301,9.972576,-0.04728,5.220589,-0.009056,0.0081,-0.903868,0.033234,91954.4976,-7.517026
0.31875,30.1,303.25,100.48059,1.020643,#N/A,19.080369,-0.376274,9.972996,-0.0477,5.220589,-0.009137,inf,inf,0.033223,91960.5625,-7.517092
0.320833,30.1,303.25,100.482716,2.03071,#N/A,19.055975,-0.378279,9.973207,-0.047911,5.220589,-0.009177,inf,inf,0.033223,91960.5625,-7.517092
0.322917,30.1,303.25,100.486948,2.031205,#N/A,19.031182,-0.380317,9.973627,-0.048331,5.220589,-0.009258,inf,inf,0.033223,91960.5625,-7.517092
0.325,30.1,303.25,100.491179,1.015843,#N/A,19.005989,-0.382388,9.974047,-0.048751,5.220589,-0.009338,0.004,-1.609438,0.033223,91960.5625,-7.517092
0.327083,30.11,303.26,100.493295,2.03071,#N/A,18.980409,-0.384491,9.974257,-0.048961,5.220589,-0.009378,inf,inf,0.033212,91966.6276,-7.517158
0.329167,30.11,303.26,100.497527,2.036006,#N/A,18.953216,-0.386727,9.974677,-0.049381,5.220589,-0.009459,inf,inf,0.033212,91966.6276,-7.517158
0.33125,30.11,303.26,100.501768,2.031685,#N/A,18.925624,-0.388995,9.975098,-0.049802,5.220589,-0.00954,inf,inf,0.033212,91966.6276,-7.517158
0.333333,30.11,303.26,100.506,2.03071,#N/A,18.898031,-0.391263,9.975518,-0.050222,5.220589,-0.00962,0.008,-0.916291,0.033212,91966.6276,-7.517158
0.335417,30.12,303.27,100.510232,1.015362,#N/A,18.870852,-0.393498,9.975938,-0.050642,5.220589,-0.0097,inf,inf,0.033201,91972.6929,-7.517224
0.3375,30.12,303.27,100.512347,2.036486,#N/A,18.842859,-0.395799,9.976148,-0.050852,5.220589,-0.009741,inf,inf,0.033201,91972.6929,-7.517224
0.339583,30.12,303.27,100.516589,2.03071,#N/A,18.815267,-0.398067,9.976569,-0.051273,5.220589,-0.009821,0.0081,-0.903868,0.033201,91972.6929,-7.517224
