Time,Temp oC,Temp K,TG % or wt%,"DTG % min-1, mg oC-1",DTG,DSC mW mg-1,DTA microvolt,m mg,mo - m mg,mo - mα mg,α,dα / dT % K-1,ln(β*(dα / dT)),1/T,T²,ln(β/T²)
0.0625,29.97,303.12,99.995605,0.0,#N/A,19.99362,-0.277365,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.064583,29.97,303.12,99.995605,0.0,#N/A,19.99362,-0.277365,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.066667,29.97,303.12,99.995605,0.0,#N/A,19.99362,-0.277365,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.06875,29.97,303.12,99.995605,0.0,#N/A,19.99322,-0.277398,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.070833,29.97,303.12,99.995605,0.0,#N/A,19.99322,-0.277398,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.072917,29.97,303.12,99.995605,0.0,#N/A,19.99322,-0.277398,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.075,29.97,303.12,99.995605,0.0,#N/A,19.99282,-0.277431,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.077083,29.97,303.12,99.995605,0.0,#N/A,19.99242,-0.277464,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.079167,29.97,303.12,99.995605,0.0,#N/A,19.99242,-0.277464,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.08125,29.97,303.12,99.995605,0.0,#N/A,19.99242,-0.277464,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.083333,29.97,303.12,99.995605,0.0,#N/A,19.99202,-0.277497,9.578363,0.000421,5.06677,8.3e-05,null,null,0.033367,91881.7344,-7.739378
0.085417,29.97,303.12,99.995605,1.052328,#N/A,19.99202,-0.277497,9.578363,0.000421,5.06677,8.3e-05,inf,inf,0.033367,91881.7344,-7.739378
0.0875,29.97,303.12,99.997797,0.0,#N/A,19.99162,-0.277529,9.578573,0.000211,5.06677,4.2e-05,null,null,0.033367,91881.7344,-7.739378
0.089583,29.97,303.12,99.997797,0.0,#N/A,19.99162,-0.277529,9.578573,0.000211,5.06677,4.2e-05,null,null,0.033367,91881.7344,-7.739378
0.091667,29.97,303.12,99.997797,0.0,#N/A,19.99162,-0.277529,9.578573,0.000211,5.06677,4.2e-05,null,null,0.033367,91881.7344,-7.739378
0.09375,29.97,303.12,99.997797,0.0,#N/A,19.99162,-0.277529,9.578573,0.000211,5.06677,4.2e-05,null,null,0.033367,91881.7344,-7.739378
0.095833,29.97,303.12,99.997797,0.0,#N/A,19.99162,-0.277529,9.578573,0.000211,5.06677,4.2e-05,-0.0,null,0.033367,91881.7344,-7.739378
0.097917,29.98,303.13,99.997797,0.0,#N/A,19.991229,-0.277562,9.578573,0.000211,5.06677,4.2e-05,null,null,0.033356,91887.7969,-7.739444
0.1,29.98,303.13,99.997797,0.0,#N/A,19.991229,-0.277562,9.578573,0.000211,5.06677,4.2e-05,null,null,0.033356,91887.7969,-7.739444
0.102083,29.98,303.13,99.997797,1.057102,#N/A,19.991229,-0.277562,9.578573,0.000211,5.06677,4.2e-05,inf,inf,0.033356,91887.7969,-7.739444
0.104167,29.98,303.13,100.0,0.0,#N/A,19.991229,-0.277562,9.578784,0.0,5.06677,0.0,null,null,0.033356,91887.7969,-7.739444
0.10625,29.98,303.13,100.0,0.0,#N/A,19.990829,-0.277595,9.578784,0.0,5.06677,0.0,null,null,0.033356,91887.7969,-7.739444
0.108333,29.98,303.13,100.0,0.0,#N/A,19.990829,-0.277595,9.578784,0.0,5.06677,0.0,0.0,null,0.033356,91887.7969,-7.739444
0.110417,29.97,303.12,100.0,0.0,#N/A,19.99082,-0.277595,9.578784,0.0,5.06677,0.0,-0.0,null,0.033367,91881.7344,-7.739378
0.1125,29.98,303.13,100.0,0.0,#N/A,19.990429,-0.277628,9.578784,0.0,5.06677,0.0,null,null,0.033356,91887.7969,-7.739444
0.114583,29.98,303.13,100.0,1.051823,#N/A,19.990429,-0.277628,9.578784,0.0,5.06677,0.0,inf,inf,0.033356,91887.7969,-7.739444
0.116667,29.98,303.13,100.002192,0.0,#N/A,19.990029,-0.277661,9.578994,-0.00021,5.06677,-4.1e-05,null,null,0.033356,91887.7969,-7.739444
0.11875,29.98,303.13,100.002192,0.0,#N/A,19.990029,-0.277661,9.578994,-0.00021,5.06677,-4.1e-05,null,null,0.033356,91887.7969,-7.739444
0.120833,29.98,303.13,100.002192,0.0,#N/A,19.98963,-0.277694,9.578994,-0.00021,5.06677,-4.1e-05,null,null,0.033356,91887.7969,-7.739444
0.122917,29.98,303.13,100.002192,1.052808,#N/A,19.98963,-0.277694,9.578994,-0.00021,5.06677,-4.1e-05,inf,inf,0.033356,91887.7969,-7.739444
0.125,29.98,303.13,100.004385,0.0,#N/A,19.98923,-0.277727,9.579204,-0.00042,5.06677,-8.3e-05,null,null,0.033356,91887.7969,-7.739444
0.127083,29.98,303.13,100.004385,0.0,#N/A,19.98883,-0.27776,9.579204,-0.00042,5.06677,-8.3e-05,null,null,0.033356,91887.7969,-7.739444
0.129167,29.98,303.13,100.004385,0.0,#N/A,19.98843,-0.277792,9.579204,-0.00042,5.06677,-8.3e-05,null,null,0.033356,91887.7969,-7.739444
0.13125,29.98,303.13,100.004385,1.052328,#N/A,19.98803,-0.277825,9.579204,-0.00042,5.06677,-8.3e-05,inf,inf,0.033356,91887.7969,-7.739444
0.133333,29.98,303.13,100.006577,0.0,#N/A,19.98763,-0.277858,9.579414,-0.00063,5.06677,-0.000124,null,null,0.033356,91887.7969,-7.739444
0.135417,29.98,303.13,100.006577,0.0,#N/A,19.98723,-0.277891,9.579414,-0.00063,5.06677,-0.000124,null,null,0.033356,91887.7969,-7.739444
0.1375,29.98,303.13,100.006577,1.052328,#N/A,19.98683,-0.277924,9.579414,-0.00063,5.06677,-0.000124,inf,inf,0.033356,91887.7969,-7.739444
0.139583,29.98,303.13,100.008769,0.0,#N/A,19.98643,-0.277957,9.579624,-0.00084,5.06677,-0.000166,null,null,0.033356,91887.7969,-7.739444
0.141667,29.98,303.13,100.008769,0.0,#N/A,19.98603,-0.27799,9.579624,-0.00084,5.06677,-0.000166,null,null,0.033356,91887.7969,-7.739444
0.14375,29.98,303.13,100.008769,1.052808,#N/A,19.985631,-0.278022,9.579624,-0.00084,5.06677,-0.000166,inf,inf,0.033356,91887.7969,-7.739444
0.145833,29.98,303.13,100.010962,0.0,#N/A,19.984831,-0.278088,9.579834,-0.00105,5.06677,-0.000207,null,null,0.033356,91887.7969,-7.739444
0.147917,29.98,303.13,100.010962,0.0,#N/A,19.984431,-0.278121,9.579834,-0.00105,5.06677,-0.000207,null,null,0.033356,91887.7969,-7.739444
0.15,29.98,303.13,100.010962,1.052328,#N/A,19.983631,-0.278187,9.579834,-0.00105,5.06677,-0.000207,inf,inf,0.033356,91887.7969,-7.739444
0.152083,29.98,303.13,100.013154,0.0,#N/A,19.982831,-0.278253,9.580044,-0.00126,5.06677,-0.000249,null,null,0.033356,91887.7969,-7.739444
0.154167,29.98,303.13,100.013154,1.052328,#N/A,19.982031,-0.278318,9.580044,-0.00126,5.06677,-0.000249,inf,inf,0.033356,91887.7969,-7.739444
0.15625,29.98,303.13,100.015346,0.0,#N/A,19.981232,-0.278384,9.580254,-0.00147,5.06677,-0.00029,null,null,0.033356,91887.7969,-7.739444
0.158333,29.98,303.13,100.015346,0.0,#N/A,19.980032,-0.278483,9.580254,-0.00147,5.06677,-0.00029,null,null,0.033356,91887.7969,-7.739444
0.160417,29.98,303.13,100.015346,1.057609,#N/A,19.979232,-0.278548,9.580254,-0.00147,5.06677,-0.00029,inf,inf,0.033356,91887.7969,-7.739444
0.1625,29.98,303.13,100.017549,0.0,#N/A,19.978032,-0.278647,9.580465,-0.001681,5.06677,-0.000332,-0.0,null,0.033356,91887.7969,-7.739444
0.164583,29.99,303.14,100.017549,1.052303,#N/A,19.976842,-0.278746,9.580465,-0.001681,5.06677,-0.000332,inf,inf,0.033344,91893.8596,-7.73951
0.166667,29.99,303.14,100.019742,0.0,#N/A,19.975242,-0.278877,9.580675,-0.001891,5.06677,-0.000373,null,null,0.033344,91893.8596,-7.73951
0.16875,29.99,303.14,100.019742,1.052328,#N/A,19.973643,-0.279009,9.580675,-0.001891,5.06677,-0.000373,inf,inf,0.033344,91893.8596,-7.73951
0.170833,29.99,303.14,100.021934,0.0,#N/A,19.972443,-0.279107,9.580885,-0.002101,5.06677,-0.000415,null,null,0.033344,91893.8596,-7.73951
0.172917,29.99,303.14,100.021934,1.052328,#N/A,19.970843,-0.279239,9.580885,-0.002101,5.06677,-0.000415,inf,inf,0.033344,91893.8596,-7.73951
0.175,29.99,303.14,100.024126,0.0,#N/A,19.969244,-0.27937,9.581095,-0.002311,5.06677,-0.000456,null,null,0.033344,91893.8596,-7.73951
0.177083,29.99,303.14,100.024126,1.052303,#N/A,19.968044,-0.279469,9.581095,-0.002311,5.06677,-0.000456,inf,inf,0.033344,91893.8596,-7.73951
0.179167,29.99,303.14,100.026319,0.0,#N/A,19.966444,-0.2796,9.581305,-0.002521,5.06677,-0.000498,null,null,0.033344,91893.8596,-7.73951
0.18125,29.99,303.14,100.026319,1.052328,#N/A,19.964845,-0.279732,9.581305,-0.002521,5.06677,-0.000498,inf,inf,0.033344,91893.8596,-7.73951
0.183333,29.99,303.14,100.028511,0.0,#N/A,19.963245,-0.279863,9.581515,-0.002731,5.06677,-0.000539,null,null,0.033344,91893.8596,-7.73951
0.185417,29.99,303.14,100.028511,1.052328,#N/A,19.961246,-0.280028,9.581515,-0.002731,5.06677,-0.000539,inf,inf,0.033344,91893.8596,-7.73951
0.1875,29.99,303.14,100.030703,0.0,#N/A,19.959246,-0.280192,9.581725,-0.002941,5.06677,-0.00058,null,null,0.033344,91893.8596,-7.73951
0.189583,29.99,303.14,100.030703,1.057102,#N/A,19.957646,-0.280323,9.581725,-0.002941,5.06677,-0.00058,inf,inf,0.033344,91893.8596,-7.73951
0.191667,29.99,303.14,100.032906,1.052328,#N/A,19.956047,-0.280455,9.581936,-0.003152,5.06677,-0.000622,inf,inf,0.033344,91893.8596,-7.73951
0.19375,29.99,303.14,100.035098,0.0,#N/A,19.954447,-0.280586,9.582146,-0.003362,5.06677,-0.000664,null,null,0.033344,91893.8596,-7.73951
0.195833,29.99,303.14,100.035098,1.052303,#N/A,19.952848,-0.280718,9.582146,-0.003362,5.06677,-0.000664,inf,inf,0.033344,91893.8596,-7.73951
0.197917,29.99,303.14,100.037291,0.0,#N/A,19.951248,-0.280849,9.582356,-0.003572,5.06677,-0.000705,null,null,0.033344,91893.8596,-7.73951
0.2,29.99,303.14,100.037291,1.052328,#N/A,19.949248,-0.281014,9.582356,-0.003572,5.06677,-0.000705,inf,inf,0.033344,91893.8596,-7.73951
0.202083,29.99,303.14,100.039483,1.051823,#N/A,19.946849,-0.281211,9.582566,-0.003782,5.06677,-0.000746,inf,inf,0.033344,91893.8596,-7.73951
0.204167,29.99,303.14,100.041675,0.0,#N/A,19.94405,-0.281441,9.582776,-0.003992,5.06677,-0.000788,null,null,0.033344,91893.8596,-7.73951
0.20625,29.99,303.14,100.041675,1.052808,#N/A,19.94125,-0.281671,9.582776,-0.003992,5.06677,-0.000788,inf,inf,0.033344,91893.8596,-7.73951
0.208333,29.99,303.14,100.043868,1.051823,#N/A,19.938451,-0.281901,9.582986,-0.004202,5.06677,-0.000829,inf,inf,0.033344,91893.8596,-7.73951
0.210417,29.99,303.14,100.04606,0.0,#N/A,19.935652,-0.282131,9.583196,-0.004412,5.06677,-0.000871,-0.0,null,0.033344,91893.8596,-7.73951
0.2125,30.0,303.15,100.04606,1.057609,#N/A,19.932462,-0.282394,9.583196,-0.004412,5.06677,-0.000871,inf,inf,0.033333,91899.9225,-7.739576
0.214583,30.0,303.15,100.048263,1.051823,#N/A,19.930862,-0.282526,9.583407,-0.004623,5.06677,-0.000912,inf,inf,0.033333,91899.9225,-7.739576
0.216667,30.0,303.15,100.050455,1.052808,#N/A,19.929662,-0.282624,9.583617,-0.004833,5.06677,-0.000954,inf,inf,0.033333,91899.9225,-7.739576
0.21875,30.0,303.15,100.052648,0.0,#N/A,19.929263,-0.282657,9.583827,-0.005043,5.06677,-0.000995,-0.0,null,0.033333,91899.9225,-7.739576
0.220833,30.01,303.16,100.052648,1.051823,#N/A,19.928072,-0.282756,9.583827,-0.005043,5.06677,-0.000995,inf,inf,0.033322,91905.9856,-7.739642
0.222917,30.01,303.16,100.05484,1.052328,#N/A,19.927272,-0.282822,9.584037,-0.005253,5.06677,-0.001037,inf,inf,0.033322,91905.9856,-7.739642
0.225,30.01,303.16,100.057032,1.052808,#N/A,19.925273,-0.282986,9.584247,-0.005463,5.06677,-0.001078,inf,inf,0.033322,91905.9856,-7.739642
0.227083,30.01,303.16,100.059225,0.0,#N/A,19.920874,-0.283348,9.584457,-0.005673,5.06677,-0.00112,null,null,0.033322,91905.9856,-7.739642
0.229167,30.01,303.16,100.059225,1.052328,#N/A,19.914475,-0.283874,9.584457,-0.005673,5.06677,-0.00112,inf,inf,0.033322,91905.9856,-7.739642
0.23125,30.01,303.16,100.061417,1.052328,#N/A,19.906477,-0.284531,9.584667,-0.005883,5.06677,-0.001161,-0.0042,null,0.033322,91905.9856,-7.739642
0.233333,30.0,303.15,100.063609,1.057102,#N/A,19.89967,-0.28509,9.584877,-0.006093,5.06677,-0.001203,inf,inf,0.033333,91899.9225,-7.739576
0.235417,30.0,303.15,100.065812,1.052328,#N/A,19.895671,-0.285418,9.585088,-0.006304,5.06677,-0.001244,inf,inf,0.033333,91899.9225,-7.739576
0.2375,30.0,303.15,100.068004,1.052808,#N/A,19.895671,-0.285418,9.585298,-0.006514,5.06677,-0.001286,inf,inf,0.033333,91899.9225,-7.739576
0.239583,30.0,303.15,100.070197,0.0,#N/A,19.894071,-0.28555,9.585508,-0.006724,5.06677,-0.001327,null,null,0.033333,91899.9225,-7.739576
0.241667,30.0,303.15,100.070197,1.052328,#N/A,19.889272,-0.285944,9.585508,-0.006724,5.06677,-0.001327,inf,inf,0.033333,91899.9225,-7.739576
0.24375,30.0,303.15,100.072389,1.052328,#N/A,19.885273,-0.286273,9.585718,-0.006934,5.06677,-0.001369,inf,inf,0.033333,91899.9225,-7.739576
0.245833,30.0,303.15,100.074581,1.052303,#N/A,19.881274,-0.286602,9.585928,-0.007144,5.06677,-0.00141,inf,inf,0.033333,91899.9225,-7.739576
0.247917,30.0,303.15,100.076774,1.052328,#N/A,19.872876,-0.287292,9.586138,-0.007354,5.06677,-0.001451,0.0042,-1.783791,0.033333,91899.9225,-7.739576
0.25,30.01,303.16,100.078966,1.057609,#N/A,19.859689,-0.288377,9.586348,-0.007564,5.06677,-0.001493,inf,inf,0.033322,91905.9856,-7.739642
0.252083,30.01,303.16,100.081169,1.051823,#N/A,19.844093,-0.289659,9.586559,-0.007775,5.06677,-0.001535,inf,inf,0.033322,91905.9856,-7.739642
0.254167,30.01,303.16,100.083361,1.052808,#N/A,19.829297,-0.290875,9.586769,-0.007985,5.06677,-0.001576,inf,inf,0.033322,91905.9856,-7.739642
0.25625,30.01,303.16,100.085554,1.052328,#N/A,19.8157,-0.291993,9.586979,-0.008195,5.06677,-0.001617,inf,inf,0.033322,91905.9856,-7.739642
0.258333,30.01,303.16,100.087746,1.051823,#N/A,19.799304,-0.29334,9.587189,-0.008405,5.06677,-0.001659,inf,inf,0.033322,91905.9856,-7.739642
0.260417,30.01,303.16,100.089938,1.052808,#N/A,19.781709,-0.294787,9.587399,-0.008615,5.06677,-0.0017,inf,inf,0.033322,91905.9856,-7.739642
0.2625,30.01,303.16,100.092131,1.052328,#N/A,19.764513,-0.2962,9.587609,-0.008825,5.06677,-0.001742,inf,inf,0.033322,91905.9856,-7.739642
0.264583,30.01,303.16,100.094323,1.051823,#N/A,19.749716,-0.297416,9.587819,-0.009035,5.06677,-0.001783,inf,inf,0.033322,91905.9856,-7.739642
0.266667,30.01,303.16,100.096515,1.057609,#N/A,19.733321,-0.298764,9.588029,-0.009245,5.06677,-0.001825,inf,inf,0.033322,91905.9856,-7.739642
0.26875,30.01,303.16,100.098718,1.052808,#N/A,19.709327,-0.300736,9.58824,-0.009456,5.06677,-0.001866,0.0042,-1.783791,0.033322,91905.9856,-7.739642
0.270833,30.02,303.17,100.100911,2.103647,#N/A,19.686942,-0.302577,9.58845,-0.009666,5.06677,-0.001908,inf,inf,0.033311,91912.0489,-7.739708
0.272917,30.02,303.17,100.105295,1.052808,#N/A,19.664148,-0.304451,9.58887,-0.010086,5.06677,-0.001991,inf,inf,0.033311,91912.0489,-7.739708
0.275,30.02,303.17,100.107488,1.052328,#N/A,19.642553,-0.306226,9.58908,-0.010296,5.06677,-0.002032,inf,inf,0.033311,91912.0489,-7.739708
0.277083,30.02,303.17,100.10968,1.051823,#N/A,19.618959,-0.308165,9.58929,-0.010506,5.06677,-0.002074,inf,inf,0.033311,91912.0489,-7.739708
0.279167,30.02,303.17,100.111872,1.057609,#N/A,19.595365,-0.310105,9.5895,-0.010716,5.06677,-0.002115,inf,inf,0.033311,91912.0489,-7.739708
0.28125,30.02,303.17,100.114075,2.105137,#N/A,19.572971,-0.311945,9.589711,-0.010927,5.06677,-0.002157,inf,inf,0.033311,91912.0489,-7.739708
0.283333,30.02,303.17,100.11846,1.051823,#N/A,19.551376,-0.31372,9.590131,-0.011347,5.06677,-0.002239,inf,inf,0.033311,91912.0489,-7.739708
0.285417,30.02,303.17,100.120652,1.052328,#N/A,19.527382,-0.315693,9.590341,-0.011557,5.06677,-0.002281,inf,inf,0.033311,91912.0489,-7.739708
0.2875,30.02,303.17,100.122844,2.105137,#N/A,19.502188,-0.317763,9.590551,-0.011767,5.06677,-0.002322,0.0083,-1.10262,0.033311,91912.0489,-7.739708
0.289583,30.03,303.18,100.127229,1.057102,#N/A,19.477405,-0.319801,9.590971,-0.012187,5.06677,-0.002405,inf,inf,0.0333,91918.1124,-7.739774
0.291667,30.03,303.18,100.129432,1.052328,#N/A,19.452611,-0.321839,9.591182,-0.012398,5.06677,-0.002447,inf,inf,0.0333,91918.1124,-7.739774
0.29375,30.03,303.18,100.131624,2.105137,#N/A,19.424219,-0.324173,9.591392,-0.012608,5.06677,-0.002488,inf,inf,0.0333,91918.1124,-7.739774
0.295833,30.03,303.18,100.136009,1.051823,#N/A,19.396626,-0.326441,9.591812,-0.013028,5.06677,-0.002571,inf,inf,0.0333,91918.1124,-7.739774
0.297917,30.03,303.18,100.138201,2.105137,#N/A,19.369832,-0.328644,9.592022,-0.013238,5.06677,-0.002613,inf,inf,0.0333,91918.1124,-7.739774
0.3,30.03,303.18,100.142586,1.052328,#N/A,19.344239,-0.330747,9.592442,-0.013658,5.06677,-0.002696,inf,inf,0.0333,91918.1124,-7.739774
0.302083,30.03,303.18,100.144778,1.057102,#N/A,19.318645,-0.332851,9.592652,-0.013868,5.06677,-0.002737,inf,inf,0.0333,91918.1124,-7.739774
0.304167,30.03,303.18,100.146981,2.105137,#N/A,19.292252,-0.335021,9.592863,-0.014079,5.06677,-0.002779,inf,inf,0.0333,91918.1124,-7.739774
0.30625,30.03,303.18,100.151366,1.052328,#N/A,19.265059,-0.337256,9.593283,-0.014499,5.06677,-0.002862,inf,inf,0.0333,91918.1124,-7.739774
0.308333,30.03,303.18,100.153558,2.104127,#N/A,19.237866,-0.339491,9.593493,-0.014709,5.06677,-0.002903,inf,inf,0.0333,91918.1124,-7.739774
0.310417,30.03,303.18,100.157943,1.052328,#N/A,19.208673,-0.341891,9.593913,-0.015129,5.06677,-0.002986,0.0041,-1.807889,0.0333,91918.1124,-7.739774
0.3125,30.04,303.19,100.160135,2.109938,#N/A,19.179892,-0.344257,9.594123,-0.015339,5.06677,-0.003027,inf,inf,0.033289,91924.1761,-7.73984
0.314583,30.04,303.19,100.16453,1.052303,#N/A,19.1491,-0.346789,9.594544,-0.01576,5.06677,-0.00311,inf,inf,0.033289,91924.1761,-7.73984
0.316667,30.04,303.19,100.166723,2.104657,#N/A,19.117908,-0.349352,9.594754,-0.01597,5.06677,-0.003152,0.0083,-1.10262,0.033289,91924.1761,-7.73984
0.31875,30.05,303.2,100.171107,2.105137,#N/A,19.087927,-0.351818,9.595174,-0.01639,5.06677,-0.003235,inf,inf,0.033278,91930.24,-7.739906
0.320833,30.05,303.2,100.175492,1.051823,#N/A,19.058735,-0.354217,9.595594,-0.01681,5.06677,-0.003318,inf,inf,0.033278,91930.24,-7.739906
0.322917,30.05,303.2,100.177684,2.109938,#N/A,19.029142,-0.35665,9.595804,-0.01702,5.06677,-0.003359,0.0083,-1.10262,0.033278,91930.24,-7.739906
0.325,30.06,303.21,100.182079,1.052808,#N/A,18.999962,-0.359049,9.596225,-0.017441,5.06677,-0.003442,inf,inf,0.033267,91936.3041,-7.739972
0.327083,30.06,303.21,100.184272,2.104127,#N/A,18.969969,-0.361515,9.596435,-0.017651,5.06677,-0.003484,inf,inf,0.033267,91936.3041,-7.739972
0.329167,30.06,303.21,100.188657,2.104657,#N/A,18.938778,-0.364079,9.596855,-0.018071,5.06677,-0.003567,inf,inf,0.033267,91936.3041,-7.739972
0.33125,30.06,303.21,100.193041,1.057609,#N/A,18.907986,-0.36661,9.597275,-0.018491,5.06677,-0.003649,0.0042,-1.783791,0.033267,91936.3041,-7.739972
0.333333,30.07,303.22,100.195244,2.104127,#N/A,18.877606,-0.369108,9.597486,-0.018702,5.06677,-0.003691,inf,inf,0.033256,91942.3684,-7.740038
0.335417,30.07,303.22,100.199629,2.104657,#N/A,18.846814,-0.371639,9.597906,-0.019122,5.06677,-0.003774,inf,inf,0.033256,91942.3684,-7.740038
0.3375,30.07,303.22,100.204013,2.105137,#N/A,18.816022,-0.37417,9.598326,-0.019542,5.06677,-0.003857,0.0083,-1.10262,0.033256,91942.3684,-7.740038
0.339583,30.08,303.23,100.208398,1.051823,#N/A,18.784843,-0.376734,9.598746,-0.019962,5.06677,-0.00394,inf,inf,0.033245,91948.4329,-7.740104
0.341667,30.08,303.23,100.21059,2.110418,#N/A,18.754051,-0.379265,9.598956,-0.020172,5.06677,-0.003981,inf,inf,0.033245,91948.4329,-7.740104
0.34375,30.08,303.23,100.214986,2.104657,#N/A,18.723259,-0.381796,9.599377,-0.020593,5.06677,-0.004064,0.0083,-1.10262,0.033245,91948.4329,-7.740104
